10, 0.000000, 0.000000
20, 0.000000, 0.000000
40, 0.010000, 0.000000
80, 0.020000, 0.010000
160, 0.110000, 0.000000
320, 0.430000, 0.010000
640, 1.670000, 0.040000
1280, 8.860000, 0.170000
